Job_ID,Bank_Name,Job_Title,Cluster_Name,The_amount_of_word_count,Category
22393,M&T Bank,Corporate Trainer II,Non-FinTech,5,Nonfintech
22394,M&T Bank,RCC Closing Officer II,Non-FinTech,0,Nonfintech
22395,M&T Bank,RCC Commercial Mortgage Processor II,Non-FinTech,0,Nonfintech
22396,M&T Bank,Default Reconciliation Position,Non-FinTech,4,Nonfintech
22397,M&T Bank,CAM Claims Processor I,﻿Payments,19,Fintech
22398,M&T Bank,Microsoft Infrastructure Security Engineer IV,Big Data,18,Fintech
22399,M&T Bank,Default Accounting Supervisor,Non-FinTech,0,Nonfintech
22400,M&T Bank,Contact Center Sales Representative,Big Data,51,Fintech
22401,M&T Bank,Contact Center Sales Representative,Big Data,51,Fintech
22402,M&T Bank,Financial Analyst II,Non-FinTech,10,Nonfintech
22403,M&T Bank,Relationship Banker,Security,40,Fintech
22404,M&T Bank,Relationship Banker,Security,41,Fintech
22405,M&T Bank,"SHARED SERVICES MANAGER I - CORPORATE TRUST, SHARED SERVICES",Blockchain,18,Fintech
22406,M&T Bank,Sales Development Trainee,Security,49,Fintech
22407,M&T Bank,Senior Global Sourcing Analyst,Non-FinTech,12,Nonfintech
22408,M&T Bank,Senior Busines Communications Manager,Non-FinTech,1,Nonfintech
22409,M&T Bank,Sales Development Trainee,Security,49,Fintech
22410,M&T Bank,Relationship Banker,Security,40,Fintech
22411,M&T Bank,Service Associate,Security,48,Fintech
22412,M&T Bank,Title Examiner I,Non-FinTech,13,Nonfintech
22413,M&T Bank,Senior Service Associate,Security,38,Fintech
22414,M&T Bank,Project Manager I for ICS Project Services,Non-FinTech,7,Nonfintech
22415,M&T Bank,Loss Mitigation Underwriting Manager,Non-FinTech,11,Nonfintech
22416,M&T Bank,Quality Control Analyst III,Non-FinTech,10,Nonfintech
22417,M&T Bank,Directory Services Engineer,Non-FinTech,14,Nonfintech
22418,M&T Bank,Fiduciary Advisor,Non-FinTech,11,Nonfintech
22419,M&T Bank,Sales Development Trainee,Security,50,Fintech
22420,M&T Bank,Branch Operations Coordinator,Security,25,Fintech
22421,M&T Bank,Online Technical Support Representative,Big Data,58,Fintech
22422,M&T Bank,Senior Service Associate,Security,38,Fintech
22423,M&T Bank,Senior Auditor,Blockchain,20,Fintech
22424,M&T Bank,Web Services and Integration Developer,Blockchain,39,Fintech
22425,M&T Bank,Service Now - Systems Engineer,Blockchain,37,Fintech
22426,M&T Bank,Business Systems Analyst V,Big Data,28,Fintech
22427,M&T Bank,Sr. Credit Analyst I,Lending,27,Fintech
22428,M&T Bank,Commercial Portfolio Manager I,Big Data,17,Fintech
22429,M&T Bank,Data Discovery Engineer,Big Data,26,Fintech
22430,M&T Bank,Regional Managing Director,﻿Payments,47,Fintech
22431,M&T Bank,Wealth Client Administrator II,Non-FinTech,14,Nonfintech
22432,M&T Bank,Commercial Real Estate Senior Credit Analyst I,Lending,27,Fintech
22433,M&T Bank,CAM Analytics Manager,Lending,46,Fintech
22434,M&T Bank,Mortgage Originations Digital Systems Adminsitrator,Big Data,15,Fintech
22435,M&T Bank,Senior Service Associate,Security,38,Fintech
22436,M&T Bank,Construction Account Executive,Big Data,20,Fintech
22437,M&T Bank,CRA Mortgage Originator,﻿Payments,20,Fintech
22438,M&T Bank,Mortgage Processor III,﻿Payments,25,Fintech
22439,M&T Bank,Financial Analyst I - Controller,Non-FinTech,12,Nonfintech
22440,M&T Bank,Loan Admin Specialist I,Non-FinTech,9,Nonfintech
22441,M&T Bank,Senior Service Associate,Security,40,Fintech
22442,M&T Bank,Quality Assurance Analyst II,Blockchain,17,Fintech
22443,M&T Bank,Banking Services Operations Associate III - Commercial Lending Support,﻿Payments,22,Fintech
22444,M&T Bank,CRA Mortgage Originator,﻿Payments,20,Fintech
22445,M&T Bank,Property Preservation Escalation Specialist,Non-FinTech,7,Nonfintech
22446,M&T Bank,CAM Supervisor - Outreach,Non-FinTech,7,Nonfintech
22447,M&T Bank,Service Associate,Security,45,Fintech
22448,M&T Bank,Service Associate,Security,45,Fintech
22449,M&T Bank,Sales Development Trainee,Security,49,Fintech
22450,M&T Bank,Service Associate,Security,45,Fintech
22451,M&T Bank,Senior Service Associate,Security,38,Fintech
22452,M&T Bank,Service Associate,Security,45,Fintech
22453,M&T Bank,Sales Development Traniee,Security,49,Fintech
22454,M&T Bank,Wealth & Institutional Services Paralegal,Non-FinTech,9,Nonfintech
22455,M&T Bank,HR Business Partner Senior Manager - Commercial and Credit Divisions,Blockchain,39,Fintech
22456,M&T Bank,HR Business Partner Senior Manager-Commercial and Credit Division,Blockchain,39,Fintech
22457,M&T Bank,Sales Development Trainee,Security,49,Fintech
22458,M&T Bank,Sales Development Trainee,Security,49,Fintech
22459,M&T Bank,Senior Service Associate,Security,38,Fintech
22460,M&T Bank,Print/Hardware Engineer,Blockchain,27,Fintech
22461,M&T Bank,Business Systems Analyst V,Big Data,36,Fintech
22462,M&T Bank,Loss Mit Operational Accounting Associate II,Non-FinTech,4,Nonfintech
22463,M&T Bank,Loss Mit Operational Accounting Associate IV,Non-FinTech,6,Nonfintech
22464,M&T Bank,Loss Mit Pre-Closing Specialist,Non-FinTech,12,Nonfintech
22465,M&T Bank,Loss Mitigation Liaison I,Non-FinTech,11,Nonfintech
22466,M&T Bank,Loss Mitigation Liaison II,Non-FinTech,12,Nonfintech
22467,M&T Bank,Foreclosure Support Specialist II,﻿Payments,17,Fintech
22468,M&T Bank,Banking Services Operations Associate IV - Trust Processing & Research,﻿Payments,19,Fintech
22469,M&T Bank,SQL Developer III,Blockchain,58,Fintech
22470,M&T Bank,Senior Branch Operations Coordinator,Security,31,Fintech
22471,M&T Bank,Customer Implementation Specialist,﻿Payments,15,Fintech
22472,M&T Bank,GCM RELATIONSHIP MANAGER II,﻿Payments,31,Fintech
22473,M&T Bank,Senior Digital Product Manager,﻿Payments,28,Fintech
22474,M&T Bank,Fulfillment/Sales team member,Non-FinTech,0,Nonfintech
22475,M&T Bank,Platform Engineer I,Blockchain,37,Fintech
22476,M&T Bank,Loss Mitigation Liaison I,Non-FinTech,11,Nonfintech
22477,M&T Bank,Service Associate,Security,45,Fintech
22478,M&T Bank,Sales Development trainee,Security,49,Fintech
22479,M&T Bank,Sales Development Trainee,Security,49,Fintech
22480,M&T Bank,Senior Service Associate,Security,38,Fintech
22481,M&T Bank,Commercial Service Closing Specialist,﻿Payments,42,Fintech
22482,M&T Bank,Closing Support Specialist,﻿Payments,42,Fintech
22483,M&T Bank,Sales Development Trainee,Security,49,Fintech
22484,M&T Bank,Sales Development Trainee,Security,49,Fintech
22485,M&T Bank,Sr Service Associate,Security,41,Fintech
22486,M&T Bank,Property Preservation Specialist II,Big Data,17,Fintech
22487,M&T Bank,Service Associate,Security,48,Fintech
22488,M&T Bank,Senior Service Associate,Security,38,Fintech
22489,M&T Bank,Senior Service Associate,Security,38,Fintech
22490,M&T Bank,Financial Analyst III - Capital Data Reporting (CDR),Blockchain,33,Fintech
22491,M&T Bank,Quality Monitoring Analyst I,Non-FinTech,14,Nonfintech
22492,M&T Bank,Sales Development Trainee,Security,49,Fintech
22493,M&T Bank,Senior Business Analytics & Reporting Analyst,Big Data,15,Fintech
22494,M&T Bank,Sr. Quality Monitoring Analyst,Blockchain,17,Fintech
22495,M&T Bank,Loss Mit Underwriter III,﻿Payments,28,Fintech
22496,M&T Bank,Loss Mitigation Underwriter II,﻿Payments,16,Fintech
22497,M&T Bank,Loss Mititgation Underwriter I,Non-FinTech,13,Nonfintech
22498,M&T Bank,CAM Documentation and Control Specialist III,Non-FinTech,8,Nonfintech
22499,M&T Bank,Loss Mitigation Liaison I,Non-FinTech,11,Nonfintech
22500,M&T Bank,Loss Mitigation Liaison I,Non-FinTech,11,Nonfintech
22501,M&T Bank,Loss Mit Underwriter II,﻿Payments,16,Fintech
22502,M&T Bank,Senior Service Associate,Security,40,Fintech
22503,M&T Bank,Sales Development Trainee,Security,49,Fintech
22504,M&T Bank,Collections Specialist II,Big Data,16,Fintech
22505,M&T Bank,Senior Branch Manager,﻿Payments,39,Fintech
22506,M&T Bank,Senior Relationship Banker,﻿Payments,45,Fintech
22507,M&T Bank,Lockbox Processor II,Big Data,16,Fintech
22508,M&T Bank,Technology Manager,Blockchain,41,Fintech
22509,M&T Bank,Strategic Insights Analyst,Non-FinTech,5,Nonfintech
22510,M&T Bank,CAM Documentation & Control Specialist II,Non-FinTech,7,Nonfintech
22511,M&T Bank,Sr. Business Analytics and Reporting Analyst - Outreach,Big Data,15,Fintech
22512,M&T Bank,CAM Document & Control Specialist I,Non-FinTech,5,Nonfintech
22513,M&T Bank,Doc and Control Specialist III,Non-FinTech,8,Nonfintech
22514,M&T Bank,Senior Credit Risk Analyst,Blockchain,32,Fintech
22515,M&T Bank,Loan Workout Representative,Non-FinTech,4,Nonfintech
22516,M&T Bank,Business Systems Analyst V,Big Data,34,Fintech
22517,M&T Bank,HR Business Partner II - Wealth,Blockchain,30,Fintech
22518,M&T Bank,CAM Manager II (Safe Act),Non-FinTech,13,Nonfintech
22519,M&T Bank,Commercial Portfolio Manager II,Planning,17,Fintech
22520,M&T Bank,Default Operations Manager,Non-FinTech,11,Nonfintech
22521,M&T Bank,Service Associate,Security,45,Fintech
22522,M&T Bank,Fraud Detection Analyst,﻿Payments,23,Fintech
22523,M&T Bank,Service Associate,Security,48,Fintech
22524,M&T Bank,Web Services Integration Developer,Blockchain,53,Fintech
22525,M&T Bank,Baltimore Technology Building Ambassador,Non-FinTech,10,Nonfintech
22526,M&T Bank,"Institutional Marketing Manager at Wilmington Trust, part of the M&T Bank Family",Blockchain,22,Fintech
22527,M&T Bank,Sales Development  Trainee,Security,49,Fintech
22528,M&T Bank,Sales Development Trainee,Security,49,Fintech
22529,M&T Bank,Senior Administrative Assistant,Non-FinTech,1,Nonfintech
22530,M&T Bank,Senior Relationship Banker,﻿Payments,45,Fintech
22531,M&T Bank,Investment Advisor Associate,Non-FinTech,9,Nonfintech
22532,M&T Bank,Service Associate,Security,47,Fintech
22533,M&T Bank,Senior Service Associate,Security,38,Fintech
22534,M&T Bank,Cybersecurity Risk Process Technical Specialist III,Blockchain,31,Fintech
22535,M&T Bank,Associate Digital Product Manager,﻿Payments,39,Fintech
22536,M&T Bank,ROQA Compliance Specialist - Mortgage Servicing,Non-FinTech,4,Nonfintech
22537,M&T Bank,Senior Compliance Consultant - Mortgage Lending,Lending,28,Fintech
22538,M&T Bank,Senior Financial Manager,Non-FinTech,6,Nonfintech
22539,M&T Bank,Retail Sales Development Trainee,Security,50,Fintech
22540,M&T Bank,Senior Relationship Banker,﻿Payments,47,Fintech
22541,M&T Bank,Regional Field Investigations Manager I,Non-FinTech,6,Nonfintech
22542,M&T Bank,Business Risk Analyst I,Blockchain,27,Fintech
22543,M&T Bank,Fraud Operations Specialist,﻿Payments,20,Fintech
22544,M&T Bank,Workout Support Specialist l,Non-FinTech,12,Nonfintech
22545,M&T Bank,CAM Escalations Analyst I,Big Data,33,Fintech
22546,M&T Bank,Sales Development Program,Security,50,Fintech
22547,M&T Bank,Branch Manager,﻿Payments,37,Fintech
22548,M&T Bank,Sales Development Trainee,Security,49,Fintech
22549,M&T Bank,Sales Development Trainee,Security,49,Fintech
22550,M&T Bank,Sales Development Trainee,Security,49,Fintech
22551,M&T Bank,Banking Services Operations Associate III - ACH,Non-FinTech,13,Nonfintech
22552,M&T Bank,Sales Development Trainee,Security,49,Fintech
22553,M&T Bank,Sales Development Trainee,Security,49,Fintech
22554,M&T Bank,Business Systems Team Leader,Big Data,17,Fintech
22555,M&T Bank,Commercial Senior Relationship Manager,﻿Payments,15,Fintech
22556,M&T Bank,Business Analytics & Reporting Analyst - Compliance Risk Management,Big Data,19,Fintech
22557,M&T Bank,Compliance Testing Analyst III,Non-FinTech,14,Nonfintech
22558,M&T Bank,Compliance Testing Analyst III,Non-FinTech,14,Nonfintech
22559,M&T Bank,Global Capital Markets - Client Administrator III (Wilmington Trust),Planning,17,Fintech
22560,M&T Bank,Banking Services Operations Associate III - Escrow Administration,Trading & Investment,15,Fintech
22561,M&T Bank,Senior Relationship Banker,﻿Payments,47,Fintech
22562,M&T Bank,Sales Development Trainee,Security,49,Fintech
22563,M&T Bank,Sales Development Trainee,Security,49,Fintech
22564,M&T Bank,Sales Development Trainee,Security,49,Fintech
22565,M&T Bank,Sales Development Trainee,Security,49,Fintech
22566,M&T Bank,Business Banking Relationship Mgr,﻿Payments,26,Fintech
22567,M&T Bank,Mortgage Customer Outreach Specialist I,Non-FinTech,11,Nonfintech
22568,M&T Bank,Banking Services Operations Associate III - Commercial Lending,Non-FinTech,14,Nonfintech
22569,M&T Bank,CAM Supervisor,Non-FinTech,7,Nonfintech
22570,M&T Bank,Client Administrator,Non-FinTech,9,Nonfintech
22571,M&T Bank,Family Wealth Advisor,Non-FinTech,14,Nonfintech
22572,M&T Bank,Relationship Manager,﻿Payments,37,Fintech
22573,M&T Bank,CAM Document & Control Specialist II,Non-FinTech,10,Nonfintech
22574,M&T Bank,Senior Service Associate,Security,40,Fintech
22575,M&T Bank,Sales Development Trainee,Security,49,Fintech
22576,M&T Bank,Branch Manager,﻿Payments,37,Fintech
22577,M&T Bank,Sales Development Trainee,Security,49,Fintech
22578,M&T Bank,Sales Development Trainee,Security,49,Fintech
22579,M&T Bank,Sales Development Trainee,Security,49,Fintech
22580,M&T Bank,Fraud Detection Analyst,﻿Payments,24,Fintech
22581,M&T Bank,Service Associate,Security,47,Fintech
22582,M&T Bank,Sales Development Trainee,Security,50,Fintech
22583,M&T Bank,Sales Development Trainee,Security,50,Fintech
22584,M&T Bank,Sales Development Trainee,Security,49,Fintech
22585,M&T Bank,Trust Sales Rep 2,Blockchain,17,Fintech
22586,M&T Bank,Branch Operations Coordinator,Security,24,Fintech
22587,M&T Bank,Service Associate,Security,45,Fintech
22588,M&T Bank,Service Associate,Security,45,Fintech
22589,M&T Bank,Business Systems Analyst VI,Big Data,25,Fintech
22590,M&T Bank,Business Banking Relationship Mgr,﻿Payments,26,Fintech
22591,M&T Bank,Project Administrator,Non-FinTech,13,Nonfintech
22592,M&T Bank,Project Manager III,Non-FinTech,5,Nonfintech
22593,M&T Bank,Commerical Real Estate Sr Credit Analyst I,Lending,27,Fintech
22594,M&T Bank,Collections Specialist I,Big Data,16,Fintech
22595,M&T Bank,Assistant Branch Manager,Security,57,Fintech
22596,M&T Bank,Relationship Banker,Security,41,Fintech
22597,M&T Bank,Branch Operations Coordinator,Security,24,Fintech
22598,M&T Bank,Senior Branch Manager,﻿Payments,39,Fintech
22599,M&T Bank,Senior Relationship Banker,﻿Payments,45,Fintech
22600,M&T Bank,Senior Service Associate,Security,40,Fintech
22601,M&T Bank,Senior Wealth Fiduciary Advisor -  Vero,Non-FinTech,12,Nonfintech
22602,M&T Bank,Business Banking Team Leader,﻿Payments,23,Fintech
22603,M&T Bank,Banking Services Group Leader II - Treasury Management Services,Non-FinTech,14,Nonfintech
22604,M&T Bank,Workout Specialist II,Lending,20,Fintech
22605,M&T Bank,Banking Services Operations Associate V - Print Services,Non-FinTech,6,Nonfintech
22606,M&T Bank,Commercial Service Support Specialist,﻿Payments,43,Fintech
22607,M&T Bank,Banking Services Operations Associate III - Mortgage Payments & Maintenance,﻿Payments,17,Fintech
22608,M&T Bank,Sales Development Trainee,Security,49,Fintech
22609,M&T Bank,Sales Development Trainee (JC02943),Security,49,Fintech
22610,M&T Bank,Senior Relationship Banker,﻿Payments,45,Fintech
22611,M&T Bank,Senior Branch Operations Coordinator,Security,31,Fintech
22612,M&T Bank,Manager-Wealth Business Strategy & Implementation,﻿Payments,52,Fintech
22613,M&T Bank,Senior Service Associate,Security,38,Fintech
22614,M&T Bank,Branch Operations Coordinator,Security,24,Fintech
22615,M&T Bank,Senior Service Associate,Security,40,Fintech
22616,M&T Bank,Branch Ops Coordinator,Security,24,Fintech
22617,M&T Bank,Service Associate,Security,48,Fintech
22618,M&T Bank,Sr Service Associate,Security,41,Fintech
22619,M&T Bank,Senior Service Associate,Security,38,Fintech
22620,M&T Bank,Sr Service Associate,Security,41,Fintech
22621,M&T Bank,Assistant Senior Auditor,Non-FinTech,7,Nonfintech
22622,M&T Bank,Technology Team Lead,Blockchain,35,Fintech
22623,M&T Bank,Technology Team Lead,Blockchain,35,Fintech
22624,M&T Bank,Technology Team Lead,Blockchain,35,Fintech
22625,M&T Bank,Netscaler Engineer IV,﻿Payments,20,Fintech
22626,M&T Bank,Treasury Analysts,Lending,59,Fintech
22627,M&T Bank,Senior Service Associate,Security,40,Fintech
22628,M&T Bank,Branch Operations Coordinator,Security,25,Fintech
22629,M&T Bank,Cisco Telecom Voice Analyst,Non-FinTech,14,Nonfintech
22630,M&T Bank,Sr. Service Associate,Security,38,Fintech
22631,M&T Bank,Service Associate,Security,45,Fintech
22632,M&T Bank,Branch Manager,﻿Payments,37,Fintech
22633,M&T Bank,Senior Branch Operations Coordinator,Security,31,Fintech
22634,M&T Bank,Senior Service Associate,Security,38,Fintech
22635,M&T Bank,Sales Development Trainee,Security,49,Fintech
22636,M&T Bank,Sales Development Trainee,Security,49,Fintech
22637,M&T Bank,Sr Service Associate,Security,38,Fintech
22638,M&T Bank,Process Modeler I,Blockchain,36,Fintech
22639,M&T Bank,Banking Services Operations Associate III - Escrow Administration,Trading & Investment,15,Fintech
22640,M&T Bank,Banking Services Group Leader III - Retail Servicing,﻿Payments,16,Fintech
22641,M&T Bank,Senior Service Associate,Security,40,Fintech
22642,M&T Bank,Senior Branch Manager,﻿Payments,42,Fintech
22643,M&T Bank,Banking Services Group Leader I - Treasury Management Services,Non-FinTech,12,Nonfintech
22644,M&T Bank,Lockbox Processor II - Part-Time,Big Data,16,Fintech
22645,M&T Bank,DIGITAL SOFTWARE ENGINEER II,Blockchain,38,Fintech
22646,M&T Bank,Bus Systems Analyst VI,Big Data,28,Fintech
22647,M&T Bank,Administrative Assistant II,Non-FinTech,5,Nonfintech
22648,M&T Bank,Senior Service Associate,Security,38,Fintech
22649,M&T Bank,Business Banking Underwriter I,﻿Payments,32,Fintech
22650,M&T Bank,Family Wealth Private Banker,﻿Payments,52,Fintech
22651,M&T Bank,Private Client Advisor,Lending,18,Fintech
22652,M&T Bank,Relationship Banker,Security,40,Fintech
22653,M&T Bank,Sales Development Trainee,Security,50,Fintech
22654,M&T Bank,Sales Development Trainee,Security,50,Fintech
22655,M&T Bank,Senior Service Associate,Security,40,Fintech
22656,M&T Bank,Reference Data Consultant,Blockchain,25,Fintech
22657,M&T Bank,Manager Advisor Experience,Blockchain,39,Fintech
22658,M&T Bank,Sr. Fiduciary Leader,Lending,16,Fintech
22659,M&T Bank,Commercial Real Estate Relationship Manager,﻿Payments,15,Fintech
22660,M&T Bank,Bankruptcy Specialist II,Non-FinTech,14,Nonfintech
22661,M&T Bank,Relationship Banker,Security,40,Fintech
22662,M&T Bank,Sales Development Trainee,Security,49,Fintech
22663,M&T Bank,Sales Development Trainee,Security,49,Fintech
22664,M&T Bank,Sales Development Trainee,Security,49,Fintech
22665,M&T Bank,Sales Development Trainee,Security,49,Fintech
22666,M&T Bank,Banking Services Analyst I - IPDS,Big Data,27,Fintech
22667,M&T Bank,Sales Development Trainee,Security,49,Fintech
22668,M&T Bank,Construction Administrator II,﻿Payments,24,Fintech
22669,M&T Bank,Branch Operations Coordinator,Security,24,Fintech
22670,M&T Bank,Service Associate,Security,45,Fintech
22671,M&T Bank,Banking Services Analyst I - Trust Operations,Non-FinTech,13,Nonfintech
22672,M&T Bank,Service Associate,Security,45,Fintech
22673,M&T Bank,Banking Servies Operations Asscoiate IV,Big Data,24,Fintech
22674,M&T Bank,Wealth Client Administrator III,Non-FinTech,14,Nonfintech
22675,M&T Bank,Sales Development Trainee,Security,50,Fintech
22676,M&T Bank,Sales Development Trainee,Security,50,Fintech
22677,M&T Bank,Sales Development Trainee,Security,50,Fintech
22678,M&T Bank,Sales Development Trainee,Security,50,Fintech
22679,M&T Bank,Business Banking Relationship Manager,﻿Payments,26,Fintech
22680,M&T Bank,Associate I - Records Retention - Closing & Collateral,Non-FinTech,9,Nonfintech
22681,M&T Bank,Sales Development Trainee,Security,50,Fintech
22682,M&T Bank,Financial Analyst I - Controller,Non-FinTech,12,Nonfintech
22683,M&T Bank,Project Analyst I,Non-FinTech,8,Nonfintech
22684,M&T Bank,Systems Administrator Specialist I - SAP Products,Lending,15,Fintech
22685,M&T Bank,Business Systems Analyst IV,Big Data,26,Fintech
22686,M&T Bank,Manager- Third-Party Risk,Blockchain,37,Fintech
22687,M&T Bank,Wealth Fiduciary Advisor,Non-FinTech,11,Nonfintech
22688,M&T Bank,Senior Middle Market Relationship Manager,﻿Payments,15,Fintech
22689,M&T Bank,Voice and Video Collaboration Engineer,Non-FinTech,10,Nonfintech
22690,M&T Bank,Service Associate,Security,47,Fintech
22691,M&T Bank,Sr Service Associate,Security,41,Fintech
22692,M&T Bank,Branch Operations Coordinator,Security,24,Fintech
22693,M&T Bank,Business Analytics & Reporting Analyst II - Loss Mitigation,Big Data,15,Fintech
22694,M&T Bank,Business Analytics and Reporting Analyst I - Loss Mitigation,Big Data,19,Fintech
22695,M&T Bank,Residential Mortgage Sales Manager,Non-FinTech,11,Nonfintech
22696,M&T Bank,NAO Front-End Developer,Blockchain,34,Fintech
22697,M&T Bank,NAO Full-Stack/Java/DotNet Developer,Blockchain,38,Fintech
22698,M&T Bank,nCino Product Manager II,﻿Payments,43,Fintech
22699,M&T Bank,Residential Mortgage Sales Manager,Non-FinTech,11,Nonfintech
22700,M&T Bank,Mail Services Associate (5 -10pm),Non-FinTech,8,Nonfintech
22701,M&T Bank,Business Analyst IV,Big Data,26,Fintech
22702,M&T Bank,Sr. Business Analytics and Reporting Analyst - Outreach,Big Data,15,Fintech
22703,M&T Bank,Senior User Experience Lead,Big Data,28,Fintech
22704,M&T Bank,Lead Integration Service Developer,Blockchain,39,Fintech
22705,M&T Bank,Integration Developer,Blockchain,38,Fintech
22706,M&T Bank,UX/UI Developer,Blockchain,55,Fintech
22707,M&T Bank,Senior Service Associate,Security,38,Fintech
22708,M&T Bank,Service Associate,Security,45,Fintech
22709,M&T Bank,Relationship Manager,﻿Payments,37,Fintech
22710,M&T Bank,Service Associate,Security,45,Fintech
22711,M&T Bank,Service Associate,Security,45,Fintech
22712,M&T Bank,Wealth Fiduciary Advisor,Non-FinTech,11,Nonfintech
22713,M&T Bank,Organizational Change Manager III,Blockchain,23,Fintech
22714,M&T Bank,scrum master 1,Non-FinTech,11,Nonfintech
22715,M&T Bank,Data Steward,Big Data,63,Fintech
22716,M&T Bank,Procurement Agent I,Big Data,18,Fintech
22717,M&T Bank,Software Engineer II,Blockchain,38,Fintech
22718,M&T Bank,CAM Business Line Trainer I,Big Data,28,Fintech
22719,M&T Bank,Fraud Detection Analyst,﻿Payments,23,Fintech
22720,M&T Bank,Sales Development Trainee,Security,50,Fintech
22721,M&T Bank,Fraud Detection Analyst,﻿Payments,23,Fintech
22722,M&T Bank,Sales Development Trainee,Security,50,Fintech
22723,M&T Bank,Marketing Manager I,Blockchain,17,Fintech
22724,M&T Bank,Service Associate,Security,47,Fintech
22725,M&T Bank,Infrastructure Analyst II,Non-FinTech,7,Nonfintech
22726,M&T Bank,Branch Operations Coordinator,Security,25,Fintech
22727,M&T Bank,Senior Service Associate,Security,39,Fintech
22728,M&T Bank,Business Systems Analyst IV,Big Data,26,Fintech
22729,M&T Bank,Process Improvement Manager I,Blockchain,21,Fintech
22730,M&T Bank,Wealth Sales Training Program Mgr,Non-FinTech,12,Nonfintech
22731,M&T Bank,Senior Relationship Banker,﻿Payments,45,Fintech
22732,M&T Bank,Senior Relationship Banker,﻿Payments,45,Fintech
22733,M&T Bank,Senior Service Associate,Security,38,Fintech
22734,M&T Bank,Sr Service Associate,Security,41,Fintech
22735,M&T Bank,Senior Branch Operations Coordinator,Security,31,Fintech
22736,M&T Bank,Service Associate,Security,45,Fintech
22737,M&T Bank,Relationship Banker,Security,40,Fintech
22738,M&T Bank,Service Associate,Security,45,Fintech
22739,M&T Bank,Service Associate,Security,45,Fintech
22740,M&T Bank,Senior Service Associate,Security,38,Fintech
22741,M&T Bank,Sales Development Trainee,Security,50,Fintech
22742,M&T Bank,Family Support Liaison,Non-FinTech,9,Nonfintech
22743,M&T Bank,Contact Center Sales Representative,Big Data,51,Fintech
22744,M&T Bank,Bankruptcy Specialist III,Non-FinTech,8,Nonfintech
22745,M&T Bank,Service Associate,Security,45,Fintech
22746,M&T Bank,Sr Middle Market Relationship Manager,﻿Payments,15,Fintech
22747,M&T Bank,Credit Quality Assurance Team Leader - Leveraged Lending,Non-FinTech,11,Nonfintech
22748,M&T Bank,Relationship Banker,Security,41,Fintech
22749,M&T Bank,PT Service Associate,Security,45,Fintech
22750,M&T Bank,Senior Learning Consultant-Technology,Blockchain,29,Fintech
22751,M&T Bank,Mortgage Originator- Central & Southern PA,Big Data,21,Fintech
22752,M&T Bank,Mortgage Originator- Central & Southern PA,Big Data,21,Fintech
22753,M&T Bank,Service Associate,Security,47,Fintech
22754,M&T Bank,Service Associate,Security,45,Fintech
22755,M&T Bank,Financial Advisor,Lending,63,Fintech
22756,M&T Bank,Senior Relationship Banker,﻿Payments,45,Fintech
22757,M&T Bank,CAM Group Leader III - Loss Mit Liaison,Non-FinTech,10,Nonfintech
22758,M&T Bank,Credit Accounting Analyst,Blockchain,18,Fintech
22759,M&T Bank,Mortgage Originator,﻿Payments,18,Fintech
22760,M&T Bank,"Mortgage Originator- Reading, Lancaster, York PA",Big Data,21,Fintech
22761,M&T Bank,Inbound Customer Service Representative,Big Data,38,Fintech
22762,M&T Bank,Organizational Change Manager II,Blockchain,18,Fintech
22763,M&T Bank,Compliance Testing Analyst III,Lending,19,Fintech
22764,M&T Bank,Operational Accounting Associate I,Non-FinTech,3,Nonfintech
22765,M&T Bank,Architect III,Blockchain,47,Fintech
22766,M&T Bank,Branch Manager,﻿Payments,39,Fintech
22767,M&T Bank,Senior Commercial Implementation Specialist,﻿Payments,15,Fintech
22768,M&T Bank,Customer Implementation Specialist,﻿Payments,15,Fintech
22769,M&T Bank,Customer Implementation Specialist,﻿Payments,15,Fintech
22770,M&T Bank,Customer Implementation Specialist,﻿Payments,15,Fintech
22771,M&T Bank,Customer Service Specialist,Planning,15,Fintech
22772,M&T Bank,Financial Analyst III,Big Data,18,Fintech
22773,M&T Bank,Archiving Associate,Non-FinTech,4,Nonfintech
22774,M&T Bank,Relationship Banker,Security,41,Fintech
22775,M&T Bank,Product Promotion & Distribution Manager (Leader),﻿Payments,39,Fintech
22776,M&T Bank,Service Associate,Security,45,Fintech
22777,M&T Bank,Service Associate,Security,45,Fintech
22778,M&T Bank,Relationship Banker,Security,40,Fintech
22779,M&T Bank,Sr Business Banking Relationship Mgr I,﻿Payments,31,Fintech
22780,M&T Bank,Business Analytics and  Reporting Analyst II - Loss Mitigation,Big Data,15,Fintech
22781,M&T Bank,"Foreclosure, Bankruptcy, Property Preservation Operations Manager",Non-FinTech,13,Nonfintech
22782,M&T Bank,Quality Assurance Manager - Loss Mitigation Liaison,Blockchain,18,Fintech
22783,M&T Bank,CAM Manager II - Loss Mit Underwriting,Non-FinTech,13,Nonfintech
22784,M&T Bank,GCM Relationship Manager III,﻿Payments,37,Fintech
22785,M&T Bank,Wealth Client Administrator,Non-FinTech,13,Nonfintech
22786,M&T Bank,Senior Risk Specialist - Technology,Blockchain,53,Fintech
22787,M&T Bank,Compliance Consultant - Consumer Lending,Lending,22,Fintech
22788,M&T Bank,Collection Specialist I,Big Data,16,Fintech
22789,M&T Bank,Technology Supervisor,Blockchain,30,Fintech
22790,M&T Bank,Float Senior Service Associate,Security,40,Fintech
