Job_ID,Bank_Name,Job_Title,Cluster_Name,The_amount_of_word_count,Category
13186,JP Morgan,Strategy Analyst- Consumer & Community Banking,﻿Payments,17,Fintech
13187,JP Morgan,Merchant Services - Security Product Team - Fraud Consulting Associate,﻿Payments,52,Fintech
13188,JP Morgan,Merchant Services - Security Product Team - Fraud Consulting Associate,﻿Payments,52,Fintech
13189,JP Morgan,Merchant Services - Security Product Team - Fraud Consulting Associate,﻿Payments,52,Fintech
13190,JP Morgan,"Teller - Part time - Olio & 116th Branch - Fishers, IN",Non-FinTech,13,Nonfintech
13191,JP Morgan,Mortgage Banker Assistant,﻿Payments,28,Fintech
13192,JP Morgan,Private Client Advisor - CA - Huntington Beach/Long Beach and Surrounding Areas,Lending,18,Fintech
13193,JP Morgan,"Retail Mortgage Banker - Lake Bluff, IL.",﻿Payments,28,Fintech
13194,JP Morgan,CCB - Relationship Banker - Ralph Ave and Ave K,Big Data,31,Fintech
13195,JP Morgan,CCB - Relationship Banker - Sixth Ave and 44th St,Big Data,31,Fintech
13196,JP Morgan,"CCB - Private Client Banker - Hudson St - Series 6, 63 Preferred",﻿Payments,22,Fintech
13197,JP Morgan,International Product Specialist - Middle Market International Banking,﻿Payments,35,Fintech
13198,JP Morgan,International Product Specialist - Middle Market International Banking,﻿Payments,35,Fintech
13199,JP Morgan,Corporate -  Executive Administrative Assistant - Legal,Non-FinTech,14,Nonfintech
13200,JP Morgan,Production Support Technical Writer and Communications Analyst,﻿Payments,20,Fintech
13201,JP Morgan,IT Problem Manager,Big Data,40,Fintech
13202,JP Morgan,"Associate, Technology Controls Analyst",Blockchain,44,Fintech
13203,JP Morgan,Commercial Credit Analyst I,Non-FinTech,11,Nonfintech
13204,JP Morgan,Asset Mgmt Counter Party Risk -Software Engineer DB/ETL,Blockchain,19,Fintech
13205,JP Morgan,Automation Lead,Non-FinTech,12,Nonfintech
13206,JP Morgan,Automation Lead,Non-FinTech,12,Nonfintech
13207,JP Morgan,Performance Engineer - Corporate Technology,Non-FinTech,8,Nonfintech
13208,JP Morgan,CIB - Custody Middle Office - Transitions - Associate - Brooklyn,﻿Payments,52,Fintech
13209,JP Morgan,Software Engineering - Informatica Lead,﻿Payments,35,Fintech
13210,JP Morgan,Software Engineering - Informatica Lead,﻿Payments,35,Fintech
13211,JP Morgan,Software Engineering - Java/J2EE,﻿Payments,35,Fintech
13212,JP Morgan,Consumer & Community Bank - Finance Audit - AVP,﻿Payments,28,Fintech
13213,JP Morgan,Consumer & Community Bank - Finance Audit - AVP,﻿Payments,28,Fintech
13214,JP Morgan,Anticipated  Teller Part time Vanderbilt Beach  Naples Fl,Non-FinTech,13,Nonfintech
13215,JP Morgan,CIB Operations (Derivatives Ops) - Client Billing Ops Invoice Production - Dallas - Analyst,﻿Payments,53,Fintech
13216,JP Morgan,Fraud Software Engineering Lead - Executive Director,﻿Payments,36,Fintech
13217,JP Morgan,Fraud Software Engineering Lead - Executive Director,﻿Payments,36,Fintech
13218,JP Morgan,Anticipated Lead Teller - Operations Specialist Trainee Hillsborough  Fl. Market,Big Data,16,Fintech
13219,JP Morgan,Merchant Services - Business Testing Project Manager Sr.,﻿Payments,27,Fintech
13220,JP Morgan,"CCB - Chase Wealth Management - Private Client Advisor - Hoboken, NJ",Lending,18,Fintech
13221,JP Morgan,BI Reporting Engineer,﻿Payments,44,Fintech
13222,JP Morgan,Big Data Software Engineer,Blockchain,51,Fintech
13223,JP Morgan,"Sr Specialist III - Merchant Services - Tempe, AZ",Big Data,24,Fintech
13224,JP Morgan,CAO/Technology Recovery & Resolution Strategy Associate,﻿Payments,31,Fintech
13225,JP Morgan,CIB Ops - Broker Dealer Clearance Operations - Analyst - Delaware,Non-FinTech,9,Nonfintech
13226,JP Morgan,Employee Compliance Licensing & Registration Compliance Associate,Non-FinTech,10,Nonfintech
13227,JP Morgan,JavaScript Software Engineering,﻿Payments,32,Fintech
13228,JP Morgan,Personal Banker-Addison Illinois-Spanish Required-Lake and Mill,Big Data,30,Fintech
13229,JP Morgan,Test - DO NOT APPLY,Big Data,15,Fintech
13230,JP Morgan,Credit Bureau - Operations Analyst II,Blockchain,31,Fintech
13231,JP Morgan,Home Lending Advisor - CA - Orange County,﻿Payments,28,Fintech
13232,JP Morgan,"Personal Banker - Dearborn Heights, MI (Ford Rd Outer Dr)",Big Data,30,Fintech
13233,JP Morgan,Commercial Banking - External Reporting - Associate,﻿Payments,15,Fintech
13234,JP Morgan,"Chase Wealth Management - Financial Advisor - Indianapolis, IN (Speedway)",Lending,18,Fintech
13235,JP Morgan,Teller - Part time - Clackamas,Big Data,15,Fintech
13236,JP Morgan,"Consumer & Community Banking , Business Management Associate",Big Data,16,Fintech
13237,JP Morgan,"Private Client Banker - (Open House Event - June 6th, 2017 at 513 Central Ave, Highland Park, IL -  From 6:00 - 8:00pm CST)",﻿Payments,22,Fintech
13238,JP Morgan,Business Testing Project Manager Senior,Blockchain,18,Fintech
13239,JP Morgan,Business Testing Project Manager Senior,Blockchain,18,Fintech
13240,JP Morgan,Business Testing Project Manager Senior,Blockchain,18,Fintech
13241,JP Morgan,Mobile Development Scrum Master - 602,﻿Payments,20,Fintech
13242,JP Morgan,Teller - Part Time - Yuma,Big Data,15,Fintech
13243,JP Morgan,"Teller(Part-Time) South Oakland Market - Rochester Hills, MI",Non-FinTech,13,Nonfintech
13244,JP Morgan,Teller - Part time - Providence Town Center,Non-FinTech,13,Nonfintech
13245,JP Morgan,Business Systems Analyst Il,Blockchain,21,Fintech
13246,JP Morgan,Teller - Part-Tme - Green Valley,Big Data,15,Fintech
13247,JP Morgan,Cybersecurity Vulnerability Management Lead,﻿Payments,24,Fintech
13248,JP Morgan,Cybersecurity- Regulatory Control Lead,﻿Payments,33,Fintech
13249,JP Morgan,Cybersecurity Risk Lead,Blockchain,30,Fintech
13250,JP Morgan,"Executive Director, Corporate Client Banking â Energy Group E&P CoverageâDallas, TX",﻿Payments,46,Fintech
13251,JP Morgan,Anticipated Private Client Banker- Southwest Palm Beach Market,﻿Payments,22,Fintech
13252,JP Morgan,Software Engineer,Non-FinTech,12,Nonfintech
13253,JP Morgan,"Consumer and Community Bank Finance, Financial Analysis, Associate",Non-FinTech,11,Nonfintech
13254,JP Morgan,"Associate, Regulatory Administration Advisor",﻿Payments,31,Fintech
13255,JP Morgan,AWM Access Management Technology Control Officer,﻿Payments,31,Fintech
13256,JP Morgan,"Personal Banker - Hilton Village - Scottsdale, AZ",Big Data,30,Fintech
13257,JP Morgan,"VP, Infrastructure Engineer Lead",﻿Payments,55,Fintech
13258,JP Morgan,"Asset & Wealth Management Program Analyst, WM, Managed Solutions, Private Equity Due Diligence Analyst (New York, NY)",﻿Payments,27,Fintech
13259,JP Morgan,"Home Lending Associate - North Coral Springs - Coral Springs, FL",﻿Payments,16,Fintech
13260,JP Morgan,"Retail Mortgage Banker - South Denver, CO",﻿Payments,28,Fintech
13261,JP Morgan,"Retail Mortgage Banker - Northern Colorado, CO",﻿Payments,28,Fintech
13262,JP Morgan,"Relationship Banker - San Mateo, Foster City, San Carlos",Big Data,31,Fintech
13263,JP Morgan,"Relationship Banker - Daly City, Burlingame, San Bruno, Milbrae, South City",Big Data,31,Fintech
13264,JP Morgan,Web Developer,﻿Payments,21,Fintech
13265,JP Morgan,"CAO Operations Business Analyst - Strategy Associate, Finance Reference Data Adoption",Blockchain,84,Fintech
13266,JP Morgan,"Vice President, Commercial Banker, Middle Market, Sacramento, CA",﻿Payments,30,Fintech
13267,JP Morgan,Corporate Finance - Firmwide Financial Control - Accounting Services & Governance - Interentity - Analyst,Non-FinTech,14,Nonfintech
13268,JP Morgan,Sr Home Lending Advisor - Miami Lakes - FL,﻿Payments,30,Fintech
13269,JP Morgan,CCB - Senior Specialist I - Card Collections Loss Prevention,Planning,28,Fintech
13270,JP Morgan,Software Engineering Lead - Big Data & Analytics,Blockchain,49,Fintech
13271,JP Morgan,Accessibility Specialist â Research & Training,Big Data,52,Fintech
13272,JP Morgan,Accessibility Specialist â Research & Training,Big Data,52,Fintech
13273,JP Morgan,Accessibility Specialist â Research & Training,Big Data,52,Fintech
13274,JP Morgan,Accessibility Specialist â Research & Training,Big Data,52,Fintech
13275,JP Morgan,"Commercial Banker - Community Development Banking - New Orleans, LA; Austin, TX; Dallas, TX; Houston, TX; St. Louis, MO; Chicago, IL; or Nashville, TN",﻿Payments,27,Fintech
13276,JP Morgan,"Chase Consumer Banking (Market Expansion) Greater Boston - Private Client Banker - Providence, Rhode Island",﻿Payments,30,Fintech
13277,JP Morgan,Chase Wealth Management-Business Management â Vice President â New York,Lending,32,Fintech
13278,JP Morgan,"Vice President, Infrastructure Developer - Monitoring",Blockchain,36,Fintech
13279,JP Morgan,"Relationship Banker - West Chester - West Chester, OH",Big Data,54,Fintech
13280,JP Morgan,"Vice President, Digital Business and Commercial Cards Product Manager",Big Data,65,Fintech
13281,JP Morgan,"Vice President, Digital Business and Commercial Cards Product Manager",Big Data,65,Fintech
13282,JP Morgan,Lead QA Engineer (Testing | Automation),﻿Payments,30,Fintech
13283,JP Morgan,"Relationship Banker - Walled Lake, MI",Big Data,54,Fintech
13284,JP Morgan,"Private Client Banker - College Hills Branch, Wooster, OH",﻿Payments,30,Fintech
13285,JP Morgan,"Relationship Banker - Chandler Market - Chandler, AZ",Big Data,54,Fintech
13286,JP Morgan,Head of Strategy and Program Management â Commercial Bank Technology,Blockchain,30,Fintech
13287,JP Morgan,Head of Strategy and Program Management â Commercial Bank Technology,Blockchain,30,Fintech
13288,JP Morgan,Head of Strategy and Program Management â Commercial Bank Technology,Blockchain,30,Fintech
13289,JP Morgan,"Asset & Wealth Management, J.P.Morgan Securities, Client Associate",﻿Payments,38,Fintech
13290,JP Morgan,"Sr Home Lending Advisor - Parkland - Coconut Creek, FL",﻿Payments,30,Fintech
13291,JP Morgan,Military Pathways Analyst Program - Corporate - Audit Analyst,﻿Payments,43,Fintech
13292,JP Morgan,Military Pathways Analyst Program - Corporate - Audit Analyst,﻿Payments,43,Fintech
13293,JP Morgan,Site Reliability Engineer,﻿Payments,36,Fintech
13294,JP Morgan,Site Reliability Engineer,﻿Payments,36,Fintech
13295,JP Morgan,"Project Manager, VP - Plano, TX",﻿Payments,28,Fintech
13296,JP Morgan,"Project Manager, VP - Plano, TX",﻿Payments,28,Fintech
13297,JP Morgan,"Project Manager, VP - Plano, TX",﻿Payments,28,Fintech
13298,JP Morgan,"Project Manager, VP - Plano, TX",﻿Payments,28,Fintech
13299,JP Morgan,"Commercial Banker Associate, For-Profit Healthcare Specialty Industry Team - Commercial Bank â New York, NY",﻿Payments,48,Fintech
13300,JP Morgan,Marketing Director â New Customer Acquisition - Chase Ink Small Business Credit Cards,﻿Payments,24,Fintech
13301,JP Morgan,"Associate, Financial Sponsors Group - Commercial Bank - Los Angeles, CA; or Chicago, IL",﻿Payments,38,Fintech
13302,JP Morgan,"Associate, Financial Sponsors Group - Commercial Bank - Los Angeles, CA; or Chicago, IL",﻿Payments,38,Fintech
13303,JP Morgan,"Associate, Financial Sponsors Group - Commercial Bank - Los Angeles, CA; or Chicago, IL",﻿Payments,38,Fintech
13304,JP Morgan,Business Process Strategy and Execution,Big Data,24,Fintech
13305,JP Morgan,Fullstack Software Engineer - React,Blockchain,30,Fintech
13306,JP Morgan,"CAO Data Strategy, Governance & Business Intelligence - Data & Reporting Analyst, Associate",﻿Payments,32,Fintech
13307,JP Morgan,"Merchant Services - VP, Client Relationship Manager - Senior",Non-FinTech,7,Nonfintech
13308,JP Morgan,"Executive Director, Retention & Acquisiton Growth Strategies Product Area",Big Data,45,Fintech
13309,JP Morgan,"Executive Director, Retention & Acquisiton Growth Strategies Product Area",Big Data,45,Fintech
13310,JP Morgan,"Executive Director, Retention & Acquisiton Growth Strategies Product Area",Big Data,45,Fintech
13311,JP Morgan,"Executive Director, Retention & Acquisiton Growth Strategies Product Area",Big Data,45,Fintech
13312,JP Morgan,"Project Execution, Lead - Scrum Master",﻿Payments,27,Fintech
13313,JP Morgan,React Software Engineer Lead,﻿Payments,41,Fintech
13314,JP Morgan,"Commercial Banker, For-Profit Healthcare Specialty Industry Team - Commercial Bank - San Francisco, CA",﻿Payments,36,Fintech
13315,JP Morgan,"Commercial Banker, For-Profit Healthcare Specialty Industry Team - Commercial Bank - Los Angeles or Irvine, CA",﻿Payments,36,Fintech
13316,JP Morgan,"Commercial Banker, For-Profit Healthcare Specialty Industry Team - Commercial Bank - Los Angeles or Irvine, CA",﻿Payments,36,Fintech
13317,JP Morgan,Product Owner - Academy Faculty,﻿Payments,46,Fintech
13318,JP Morgan,"Commercial Bank Risk - Sr Underwriter, VP",Lending,21,Fintech
13319,JP Morgan,"KYC Officer - Commercial Bank - Dallas, TX",﻿Payments,28,Fintech
13320,JP Morgan,Test Automation Engineering Lead,﻿Payments,32,Fintech
13321,JP Morgan,"Central Supervisory officer - Chicago, IL",﻿Payments,36,Fintech
13322,JP Morgan,"Chase Digital-Business Banking Digital Account Origination, Product Owner",﻿Payments,84,Fintech
13323,JP Morgan,"Chase Digital-Business Banking Digital Account Origination, Product Owner",﻿Payments,84,Fintech
13324,JP Morgan,"Chase Digital-Business Banking Digital Account Origination, Product Owner",﻿Payments,84,Fintech
13325,JP Morgan,"- Teller - Part Time - US 301 and Big Bend Rd - Riverview, FL",Big Data,42,Fintech
13326,JP Morgan,Technical Production Support Engineer,﻿Payments,34,Fintech
13327,JP Morgan,"Consumer Direct - Home Lending Advisor (Home Equity/Refinance) - Milwaukee, WI",﻿Payments,15,Fintech
13328,JP Morgan,"Lead Teller - Operations Specialist Trainee - Cupertino, Sunnyvale, Saratoga, Santa Clara and Surrounding Areas",Big Data,31,Fintech
13329,JP Morgan,"Lead Teller - Operations Specialist Trainee - Cupertino, Sunnyvale, Saratoga, Santa Clara and Surrounding Areas",Big Data,31,Fintech
13330,JP Morgan,"Lead Teller - Operations Specialist Trainee - Cupertino, Sunnyvale, Saratoga, Santa Clara and Surrounding Areas",Big Data,31,Fintech
13331,JP Morgan,"Lead Teller - Operations Specialist Trainee - Cupertino, Sunnyvale, Saratoga, Santa Clara and Surrounding Areas",Big Data,31,Fintech
13332,JP Morgan,Business Relationship Mgr I - Business Banking - Tacoma WA,Lending,18,Fintech
13333,JP Morgan,Employee Compliance  - Associate,Non-FinTech,12,Nonfintech
13334,JP Morgan,CIB - Energy Investment Banking â Power & Utilities Coverage â Senior Associate / Junior Vice President,﻿Payments,29,Fintech
13335,JP Morgan,Strategic Internship Program - Machine Learning,﻿Payments,19,Fintech
13336,JP Morgan,"Sr Home Lending Advisor - Northville, MI - West Seven Mile Northville Branch",﻿Payments,30,Fintech
13337,JP Morgan,Product Manager II - Business Banking,Big Data,23,Fintech
13338,JP Morgan,Product Manager II - Business Banking,Big Data,23,Fintech
13339,JP Morgan,CIB -  Global Corporate Banking - Relationship Management Partner - Natural Resources - Analyst / Associate,﻿Payments,37,Fintech
13340,JP Morgan,CIB - Investment Banking - Real Estate Coverage - 2nd Year / Class of 2018 Analyst,﻿Payments,30,Fintech
13341,JP Morgan,CIB - Global Corporate Banking - Technology - Vice President / Executive Director,﻿Payments,38,Fintech
13342,JP Morgan,CIB - Investment Banking - Mergers & Acquisitions - Experienced Associate,﻿Payments,29,Fintech
13343,JP Morgan,CCB - Lead Teller - Operations Specialist Trainee - Bronx East,Big Data,31,Fintech
13344,JP Morgan,"Data Domain Manager & Data Content Owner, Vice President",Blockchain,86,Fintech
13345,JP Morgan,"Data Domain Manager & Data Content Owner, Vice President",Blockchain,86,Fintech
13346,JP Morgan,"Teller - Part time - Austin SouthWest Market - Austin/Kyle, TX",Big Data,42,Fintech
13347,JP Morgan,"Teller - Part time - Austin SouthWest Market - Austin/Kyle, TX",Big Data,42,Fintech
13348,JP Morgan,"Teller - Part time - Austin SouthWest Market - Austin/Kyle, TX",Big Data,42,Fintech
13349,JP Morgan,CIB - Investment Banking - Family Coverage Group - Analyst,﻿Payments,30,Fintech
13350,JP Morgan,Business Relationship Manager III - Business Banking,Lending,18,Fintech
13351,JP Morgan,Commercial Bank Risk - Field Exam Analyst,Lending,15,Fintech
13352,JP Morgan,Commercial Bank Risk - Field Exam Analyst,Lending,15,Fintech
13353,JP Morgan,Commercial Bank Risk - Field Exam Analyst,Lending,15,Fintech
13354,JP Morgan,Commercial Bank Risk - Field Exam Analyst,Lending,15,Fintech
13355,JP Morgan,Corporate & Investment Bank - Energy IB - Executive Administrative Assistant,Non-FinTech,2,Nonfintech
13356,JP Morgan,"Relationship Banker - Kings Crossing and Will Clayton Branches - Houston Greater East Market - Houston, TX",Big Data,54,Fintech
13357,JP Morgan,"Relationship Banker - Kings Crossing and Will Clayton Branches - Houston Greater East Market - Houston, TX",Big Data,54,Fintech
